,Unnamed: 0,Country,Title,Year,Form of Violence,Full_Text,Brief_Description,Source of Info,Full_Text_Language,Country_Official_Spoken_Language,Type_of_Measures_1,Type_of_Measures_2,Population(2020),Yearly_Change,Net_Change,Density(P/Km),Land Area(Km),Migrants(net),Fert_Rate,Med_Age,UrbanPop %,WorldShare,Region,Income group,Rank_2020,Lower or single House Elections_2020,Lower or single House Seats_2020,Lower or single House Women_2020,Lower or single House % of Women_2020,Upper chamber Elections_2020,Upper chamber Seats_2020,Upper chamber Women_2020,Upper chamber % of Women_2020
363,363,Sudan,National Plan to Suppress Violence against Women and Children,2010 - 2011,Violence against women and girls,"With the support of the United Nations Population Fund, the National Plan to Suppress Violence against women and Children in the 2010-2011 period has been jointly devised by the pertinent Government bodies, civil society organizations and international organizations.  It has been referred to the Minister of Justice for consideration and approval.  The aim of the Plan is to afford women and children psychological and economic protection and help victims to report acts of violence.",,Response of the Government of Sudan to the questionnaire on violence against women 2010,English,Arabic,Policies ,  National action plan specific to violence against women,"43,849,260",2.42%,"1,036,022",25,"1,765,048","-50,000",4.4,20,35%,0.56%,Sub-Saharan Africa,Low income,193.0,-,-,-,-,-,-,-,-
364,364,Sudan,Hotline,2008,Violence against women and girls,"The Family and Child Protection Unit established a free hotline to help victims, including victims of violence.  The idea of the phone line was brought in March 2008 through the cooperation of the National Council for Child Welfare, UNICEF and the Sudanese Communications company.  The first training workshop for that hotline was held in December 2008 and was followed by a testing period of two months then the media campaign for the Help Line in March 2009.

The hotline's number is 9696 and is available 24 hours to victims.  This hotline can be used to report complaints and provide advice and psychological and social counseling.",,"Response of the Government of Sudan to the questionnaire on violence against women 2010; CRC/C/SDN/Q/3-4/Add.1, par. 54",English,Arabic,Social services ,  Hotline Helpline,"43,849,260",2.42%,"1,036,022",25,"1,765,048","-50,000",4.4,20,35%,0.56%,Sub-Saharan Africa,Low income,193.0,-,-,-,-,-,-,-,-
365,365,Sudan,Child and Family Protection Unit,2005,Violence against women and girls,"The Child and Family Protection Unit was established in 2005 pursuant to administrative decree No. 48 issued by the General Director of Police Forces. 

The Unit is part of the Ministry of Interior and comprises the following:


    Department for psychological and social support, which is responsible for studying the psychological and social state of the child's family and providing psychological, social and legal support.
    Special child agency responsible for investigations, established pursuant to Minister of Justice order of 30 October 2004.
    Special children's court.

The Child and Family Protection Unit is able to take numerous measures in all provinces to protect women and children victims of violence throughout the court process (e.g. physical separation of the victim/survivor and perpetrator in courtrooms, separate entrances to courtrooms), from the making of a complaint, to notifying the police and the investigation and court case.  Thus, support services are provided by a psychological, social and legal team comprising lawyers who accompany and represent the victim in court and ensure the confidentiality of the proceedings, if the victim so desires.

After the success of the Family and Child Protection Unit in Khartoum, the Director General of the Police Forces issued a decision on 2 September 2008 to establish family and child protection units in the states and a coordination mechanism to follow up the implementation of that decision.  As a result, 15 units were established in all states of Northern Sudan and they have started their function.",,"Response of the Government of Sudan to the questionnaire on violence against women 2010; CRC/C/SDN/Q/3-4/Add.1, par. 50 and 53",English,Arabic,Institutional mechanisms,,"43,849,260",2.42%,"1,036,022",25,"1,765,048","-50,000",4.4,20,35%,0.56%,Sub-Saharan Africa,Low income,193.0,-,-,-,-,-,-,-,-
366,366,Sudan,Training of Male and Female Police Officers on Criminal Investigations and Human Rights,2010,Sexual violence,"The Ministry of Interior Department of Training and the Unit for Combating Violence against Women and Children (under the Ministry of Justice) have devised a training curriculum for the police on criminal investigations and human rights.  With finance from the United Nations Population Fund, a method was developed for training women police officers on criminal investigations in order to enhance their practice.

The number of women police officers has increased in the states of Darfur by designating two policewomen in each camp in both Northern and Southern Darfur states and training them in international law and human rights/women's rights.  The objective of the training is to protect civilians, in particular women, investigate, and encourage women to request legal procedures.  The project is financed by the Swiss government.",,"Response of the Government of Sudan to the questionnaire on violence against women 2010; CRC/C/SDN/Q/3-4/Add.1, par. 40 and 41",,Arabic,Police ,  Training,"43,849,260",2.42%,"1,036,022",25,"1,765,048","-50,000",4.4,20,35%,0.56%,Sub-Saharan Africa,Low income,193.0,-,-,-,-,-,-,-,-
367,367,Sudan,Law on the Child,2010,Violence against women and girls,The Law on the Child 2010 contains provisions on rape of children and on its repression.,,Response of the Government of Sudan to the questionnaire on violence against women 2010,,Arabic,Violence against women ,  Legislation,"43,849,260",2.42%,"1,036,022",25,"1,765,048","-50,000",4.4,20,35%,0.56%,Sub-Saharan Africa,Low income,193.0,-,-,-,-,-,-,-,-
368,368,Sudan,National Plan to Suppress Violence against Women and Children,2010 - 2011,Violence against women and girls,"With the support of the United Nations Population Fund, the National Plan to Suppress Violence against women and Children in the 2010-2011 period has been jointly devised by the pertinent Government bodies, civil society organizations and international organizations.  It has been referred to the Minister of Justice for consideration and approval.  The aim of the Plan is to afford women and children psychological and economic protection and help victims to report acts of violence.",,Response of the Government of Sudan to the questionnaire on violence against women 2010,,Arabic,Policies ,  National action plan specific to violence against women,"43,849,260",2.42%,"1,036,022",25,"1,765,048","-50,000",4.4,20,35%,0.56%,Sub-Saharan Africa,Low income,193.0,-,-,-,-,-,-,-,-
369,369,Sudan,2009 Amendment to the Penal Code of 1991,2009,Violence against women and girls,"The Penal Code of 1991 was amended to involve all parties concerned, civil society organizations and the United Nations.  The amendment also addresses crimes against humanity and genocide, and makes the penalty for rape more severe.",,Response of the Government of Sudan to the questionnaire on violence against women 2010,,Arabic,Violence against women ,  Legislation,"43,849,260",2.42%,"1,036,022",25,"1,765,048","-50,000",4.4,20,35%,0.56%,Sub-Saharan Africa,Low income,193.0,-,-,-,-,-,-,-,-
370,370,Sudan,Training of Doctors and Psychological Specialists on Clinical Treatment of Rape Cases,2009,Sexual violence,"In August 2009, the Ministry of Health has trained doctors and psychological specialists in the clinical treatment of rape cases, in accordance with the protocol previously put in place by the Ministry (basic training and training of trainers).  Basic training was received by 25 participants from federal hospitals and family and child protection centres, and 15 of those participants were selected to receive trainer training.  Two of the trainees were gynaecologists and midwives, two were psychiatrists, some were legal advisers, and one was a gender expert.  Full support was forthcoming from the United Nations Population Fund.  With support from the United Nations Children's Fund, medical staff are continually given training by the Ministry in combating female genital mutilation.",,Response of the Government of Sudan to the questionnaire on violence against women 2010,,Arabic,Health ,  Training,"43,849,260",2.42%,"1,036,022",25,"1,765,048","-50,000",4.4,20,35%,0.56%,Sub-Saharan Africa,Low income,193.0,-,-,-,-,-,-,-,-
371,371,Sudan,Guide to Clinical Treatment of Rape Victims,2006,Sexual violence,"In August 2006, in cooperation with the Federal Ministry of Health and the United Nations Population Fund, the Unit for Combating Violence against Women and Children produced a guide to clinical treatment for rape victims that was based on a World Health Organization protocol.  With the support of the United Nations Population Fund, doctors and other medical staff were trained to document the health status of victims of violence.  The United Nations Population Fund has printed 500 copies.  The guide covers the entire process of dealing with rape victims, the forms to be used with cases presented and with children, the testimony of the victim's family, and the examination forms that must be included with official form No. 8.  It also comprises a protocol on the medication that is to be used immediately after subjection to rape.  In addition, the guide put in place certain methods to prevent female genital mutilation and provides for an undertaking by midwives to combat and suppress that practice.",,"Response of the Government of Sudan to the questionnaire on violence against women 2010; CRC/C/SDN/Q/3-4/Add.1 (2010), par.39",,Arabic,Health ,  Protocols and guidelines,"43,849,260",2.42%,"1,036,022",25,"1,765,048","-50,000",4.4,20,35%,0.56%,Sub-Saharan Africa,Low income,193.0,-,-,-,-,-,-,-,-
372,372,Sudan,Training of Male and Female Police Officers on Criminal Investigations and Human Rights,2010,Sexual violence,"The Ministry of Interior Department of Training and the Unit for Combating Violence against Women and Children (under the Ministry of Justice) have devised a training curriculum for the police on criminal investigations and human rights.  With finance from the United Nations Population Fund, a method was developed for training women police officers on criminal investigations in order to enhance their practice.

The number of women police officers has increased in the states of Darfur by designating two policewomen in each camp in both Northern and Southern Darfur states and training them in international law and human rights/women's rights.  The objective of the training is to protect civilians, in particular women, investigate, and encourage women to request legal procedures.  The project is financed by the Swiss government.",,"Response of the Government of Sudan to the questionnaire on violence against women 2010; CRC/C/SDN/Q/3-4/Add.1, par. 40 and 41",English,Arabic,Police ,  Training,"43,849,260",2.42%,"1,036,022",25,"1,765,048","-50,000",4.4,20,35%,0.56%,Sub-Saharan Africa,Low income,193.0,-,-,-,-,-,-,-,-
373,373,Sudan,Law on the Child,2010,Violence against women and girls,The Law on the Child 2010 contains provisions on rape of children and on its repression.,,Response of the Government of Sudan to the questionnaire on violence against women 2010,English,Arabic,Violence against women ,  Legislation,"43,849,260",2.42%,"1,036,022",25,"1,765,048","-50,000",4.4,20,35%,0.56%,Sub-Saharan Africa,Low income,193.0,-,-,-,-,-,-,-,-
374,374,Sudan,2009 Amendment to the Penal Code of 1991,2009,Violence against women and girls,"The Penal Code of 1991 was amended to involve all parties concerned, civil society organizations and the United Nations.  The amendment also addresses crimes against humanity and genocide, and makes the penalty for rape more severe.",,Response of the Government of Sudan to the questionnaire on violence against women 2010,English,Arabic,Violence against women ,  Legislation,"43,849,260",2.42%,"1,036,022",25,"1,765,048","-50,000",4.4,20,35%,0.56%,Sub-Saharan Africa,Low income,193.0,-,-,-,-,-,-,-,-
375,375,Sudan,Training of Doctors and Psychological Specialists on Clinical Treatment of Rape Cases,2009,Sexual violence,"In August 2009, the Ministry of Health has trained doctors and psychological specialists in the clinical treatment of rape cases, in accordance with the protocol previously put in place by the Ministry (basic training and training of trainers).  Basic training was received by 25 participants from federal hospitals and family and child protection centres, and 15 of those participants were selected to receive trainer training.  Two of the trainees were gynaecologists and midwives, two were psychiatrists, some were legal advisers, and one was a gender expert.  Full support was forthcoming from the United Nations Population Fund.  With support from the United Nations Children's Fund, medical staff are continually given training by the Ministry in combating female genital mutilation.",,Response of the Government of Sudan to the questionnaire on violence against women 2010,English,Arabic,Health ,  Training,"43,849,260",2.42%,"1,036,022",25,"1,765,048","-50,000",4.4,20,35%,0.56%,Sub-Saharan Africa,Low income,193.0,-,-,-,-,-,-,-,-
376,376,Sudan,Guide to Clinical Treatment of Rape Victims,2006,Sexual violence,"In August 2006, in cooperation with the Federal Ministry of Health and the United Nations Population Fund, the Unit for Combating Violence against Women and Children produced a guide to clinical treatment for rape victims that was based on a World Health Organization protocol.  With the support of the United Nations Population Fund, doctors and other medical staff were trained to document the health status of victims of violence.  The United Nations Population Fund has printed 500 copies.  The guide covers the entire process of dealing with rape victims, the forms to be used with cases presented and with children, the testimony of the victim's family, and the examination forms that must be included with official form No. 8.  It also comprises a protocol on the medication that is to be used immediately after subjection to rape.  In addition, the guide put in place certain methods to prevent female genital mutilation and provides for an undertaking by midwives to combat and suppress that practice.",,"Response of the Government of Sudan to the questionnaire on violence against women 2010; CRC/C/SDN/Q/3-4/Add.1 (2010), par.39",English,Arabic,Health ,  Protocols and guidelines,"43,849,260",2.42%,"1,036,022",25,"1,765,048","-50,000",4.4,20,35%,0.56%,Sub-Saharan Africa,Low income,193.0,-,-,-,-,-,-,-,-
377,377,Central African Republic,The Family Code,2010,Violence against women and girls,"The 1997 Family Code, amended in 2010, provides for:
• The same rights to be granted to children born in and outside of wedlock;
• Women’s involvement in political life;
• The promotion of equality between men and women;
• The criminalization and prohibition of genital mutilation;
• The adoption of a plan of action to combat violence against women;
• The indemnification of victims.",,A/HRC/WG.6/17/CAF/1 para. 46,English,French,Other relevant laws ,"  Family law, Policies ,  National action plan specific to violence against women","4,829,767",1.78%,"84,582",8,"622,980","-40,000",4.8,18,43%,0.06%,Sub-Saharan Africa,Low income,173.0,2.2016,140,12,8.6,-,-,-,-
378,378,Central African Republic,Loi Relative à la Protection de la Femme Contre les Violences (FGM),2006,Violence against women and girls,"En République Centrafricaine, il existe une législation spécifique de protection de la femme. Il s'agit de la loi n°06.032 du 15 Décembre 2006 relative à la protection de la femme contre les violences en RCA.
 

 
La présente loi dispose:
 
 


    Article 1er: « La violence spécifiquement dirigée contre les femmes s'entend de tous actes de violence dirigés contre le sexe féminin, et causant ou pouvant causer aux femmes un préjudice ou des souffrances physiques, sexuelles ou psychologiques y compris les menaces de tels actes que ce soit dans la vie publique ou dans la vie privée 





    Art. 9: Sont considérées comme violences faites aux femmes et punis conformément aux dispositions de la présente loi, outre les définitions ci-dessus, les comportements ou actes ci-après les: 


    
        coups et blessures volontaires; 
        mauvais traitments; 
        excisions génitales féminins y compris toutes interventions incluant l´ablation partielle ou totale des organes génitaux féminins pratiquées pour des raisons culturelles ou religieuses ou pour toute autre raison non thérapeutique génitale.",,"Response of the Government of the Central African Republic to the questionnaire on violence against women, 2009.
[http://evaw-global-database.unwomen.org/~/media/files/un%20women/vaw/full%20text/africa/loi%20n%2006%20032%20du%2015%20decembre%202006/loi%202006%20sur%20protection%20de%20la%20femme%20contre%20la%20violence.pdf"" target=""_blank]Please click here for more information.",French,French,Violence against women ,  Legislation,"4,829,767",1.78%,"84,582",8,"622,980","-40,000",4.8,18,43%,0.06%,Sub-Saharan Africa,Low income,173.0,2.2016,140,12,8.6,-,-,-,-
379,379,Central African Republic,The National Policy on Reproductive Health,2003,Sexual violence,"The national policy on reproductive health (RH) was drawn up and adopted in 2003. The priority components defined in this policy are not only those specific to the four strands of Reproductive Health (children, adolescents and young people, women and men) but also common ones such as measures against practices that are harmful to sexual and reproductive health(domestic violence, genital mutilation, etc.). The policy also gives a prominent place to women’s health, including aspects of safe motherhood.",,CEDAW/C/CAF/1-5 para. 341,English,French,Policies ,  Inclusion of violence against women in other national plan strategy,"4,829,767",1.78%,"84,582",8,"622,980","-40,000",4.8,18,43%,0.06%,Sub-Saharan Africa,Low income,173.0,2.2016,140,12,8.6,-,-,-,-
380,380,Central African Republic,Loi Relative à la Protection de la Femme Contre les Violences (FGM),2006,Violence against women and girls,"En République Centrafricaine, il existe une législation spécifique de protection de la femme. Il s'agit de la loi n°06.032 du 15 Décembre 2006 relative à la protection de la femme contre les violences en RCA.
 

 
La présente loi dispose:
 
 


    Article 1er: « La violence spécifiquement dirigée contre les femmes s'entend de tous actes de violence dirigés contre le sexe féminin, et causant ou pouvant causer aux femmes un préjudice ou des souffrances physiques, sexuelles ou psychologiques y compris les menaces de tels actes que ce soit dans la vie publique ou dans la vie privée 





    Art. 9: Sont considérées comme violences faites aux femmes et punis conformément aux dispositions de la présente loi, outre les définitions ci-dessus, les comportements ou actes ci-après les: 


    
        coups et blessures volontaires; 
        mauvais traitments; 
        excisions génitales féminins y compris toutes interventions incluant l´ablation partielle ou totale des organes génitaux féminins pratiquées pour des raisons culturelles ou religieuses ou pour toute autre raison non thérapeutique génitale.",,"Response of the Government of the Central African Republic to the questionnaire on violence against women, 2009.
[http://evaw-global-database.unwomen.org/~/media/files/un%20women/vaw/full%20text/africa/loi%20n%2006%20032%20du%2015%20decembre%202006/loi%202006%20sur%20protection%20de%20la%20femme%20contre%20la%20violence.pdf"" target=""_blank]Please click here for more information.",,French,Violence against women ,  Legislation,"4,829,767",1.78%,"84,582",8,"622,980","-40,000",4.8,18,43%,0.06%,Sub-Saharan Africa,Low income,173.0,2.2016,140,12,8.6,-,-,-,-
381,381,Central African Republic,The National Policy on Reproductive Health,2003,Sexual violence,"The national policy on reproductive health (RH) was drawn up and adopted in 2003. The priority components defined in this policy are not only those specific to the four strands of Reproductive Health (children, adolescents and young people, women and men) but also common ones such as measures against practices that are harmful to sexual and reproductive health(domestic violence, genital mutilation, etc.). The policy also gives a prominent place to women’s health, including aspects of safe motherhood.",,CEDAW/C/CAF/1-5 para. 341,,French,Policies ,  Inclusion of violence against women in other national plan strategy,"4,829,767",1.78%,"84,582",8,"622,980","-40,000",4.8,18,43%,0.06%,Sub-Saharan Africa,Low income,173.0,2.2016,140,12,8.6,-,-,-,-
382,382,Sao Tome and Principe,Etudes sur la Violence Domestique et sur l'Exploitation Sexuelle des Mineurs,2010,Sexual violence,"La République démocratique de Sao Tomé-et-Principe a réalisé deux études: 

    I. Étude sur l'impact de la Counseling Center contre la violence domestique et 


    II. Étude sur l'exploitation sexuelle des mineurs (2010).",,"Government of Sao Tomé and Principe, National Review on Beijing +20, 2014 para. 142",French,French,Research and statistical data ,  Dedicated violence against women survey,"219,159",1.91%,"4,103",228,960,"-1,680",4.4,19,74%,0.00%,Sub-Saharan Africa,Lower middle income,84.0,10.2018,55,13,23.6,-,-,-,-
383,383,Sao Tome and Principe,La loi 12/2008 a propos des Mécanismes de Renforcement de la Protection Juridique des Victimes de la Criminalité et la Violence Domestique,2008,Violence against women and girls,La loi 12/2008 a propos des mécanismes renforcement de la protection juridique des victimes de la criminalité et la violence domestique a été soutenue par l'établissement d'un système de prévention et de soutien aux victimes de violence conjugale et familiale.,,"Government of Sao Tomé and Principe, National Review on Beijing +20, 2014 para. 148",French,French,Violence against women ,"  Legislation, Justice ,  Protocols and guidelines","219,159",1.91%,"4,103",228,960,"-1,680",4.4,19,74%,0.00%,Sub-Saharan Africa,Lower middle income,84.0,10.2018,55,13,23.6,-,-,-,-
384,384,Sao Tome and Principe,La loi 11/2008 a propos de la Violence Domestique et Familiale,2008,Domestic violence Intimate partner violence,La loi 11/2008 a propos de la violence domestique et familiale a été soutenue par l'établissement des mécanismes pour prévenir et punir la violence domestique en ligne avec la convention visant à éliminer toutes les formes de discrimination contre les femmes.,,"Government of Sao Tomé and Principe, National Review on Beijing +20, 2014 para. 148",French,French,Violence against women ,  Legislation,"219,159",1.91%,"4,103",228,960,"-1,680",4.4,19,74%,0.00%,Sub-Saharan Africa,Lower middle income,84.0,10.2018,55,13,23.6,-,-,-,-
385,385,Sao Tome and Principe,The National Institute for the Promotion of Gender Equality and Equity,2007,Domestic violence Intimate partner violence,"The National Institute for the Promotion of Gender Equality and Equity was created by Law 11/2008 and has prepared the National Strategy for Gender Equality and Equity, which seeks “to build by 2015 a society in which social justice, solidarity, equality, equity and respect for all citizens are real values deeply shared by all.”
The National Institute for the Promotion of Gender Equality and Equity is a National Mechanism charged with ensuring the promotion and execution of the Government's policy for the advancement of women and gender equality and equity in Sao Tome and Principe.",,A/HRC/WG.6/10/STP/1 para. 57,English,French,Institutional mechanisms,,"219,159",1.91%,"4,103",228,960,"-1,680",4.4,19,74%,0.00%,Sub-Saharan Africa,Lower middle income,84.0,10.2018,55,13,23.6,-,-,-,-
386,386,Sao Tome and Principe,Etudes sur la Violence Domestique et sur l'Exploitation Sexuelle des Mineurs,2010,Sexual violence,"La République démocratique de Sao Tomé-et-Principe a réalisé deux études: 

    I. Étude sur l'impact de la Counseling Center contre la violence domestique et 


    II. Étude sur l'exploitation sexuelle des mineurs (2010).",,"Government of Sao Tomé and Principe, National Review on Beijing +20, 2014 para. 142",,French,Research and statistical data ,  Dedicated violence against women survey,"219,159",1.91%,"4,103",228,960,"-1,680",4.4,19,74%,0.00%,Sub-Saharan Africa,Lower middle income,84.0,10.2018,55,13,23.6,-,-,-,-
387,387,Mozambique,Law on Domestic Violence Perpetrated against Women,2009,Stalking,"The Act on Domestic Violence Perpetrated against Women became operational on 29 March 2010.  The Act was passed in July 2009.  The law seeks to address domestic violence against women within family relations.  In this scenario, the perpetrator can be a partner or former partner - from legal and common law unions - as well as other relatives of the woman.

The Act states that domestic violence includes: physical abuse; sexual abuse; emotional and psychological abuse; intimidation; harassment; stalking; damage to property; any other controlling or abusive behaviour that harms or may cause harm to a person.  The penalties in the Act include: fines, community work, and imprisonment between 3 days to 8 years.",Law on Domestic Violence Perpetrated against Women,CEDAW/C/MOZ/1-2 p.16; Response of the Government of Mozambique to the questionnaire on violence against women 2011,English,Portugese,Violence against women ,  Legislation,"31,255,435",2.93%,"889,399",40,"786,380","-5,000",4.9,18,38%,0.40%,Sub-Saharan Africa,Low income,18.0,10.2019,250,103,41.2,-,-,-,-
388,388,Mozambique,The Law for the Prevention and Combat of Trafficking in Persons,2008,Trafficking,"On July 9 of 2008, the government of Mozambique implemented the Law for the Prevention and Combat of Trafficking in Persons, Especially Women and Children.",,"A/HRC/WG.6/10/MOZ/1, para 118",English,Portugese,Violence against women ,  Legislation,"31,255,435",2.93%,"889,399",40,"786,380","-5,000",4.9,18,38%,0.40%,Sub-Saharan Africa,Low income,18.0,10.2019,250,103,41.2,-,-,-,-
389,389,Mozambique,Law on Trafficking,2008,Trafficking,"In April 2008, the National Assembly passed legislation to punish traffickers and protect victims and witnesses of human trafficking.",,"Response of the Government of Mozambique to the questionnaire on Beijing +15, 2009",English,Portugese,Violence against women ,  Legislation,"31,255,435",2.93%,"889,399",40,"786,380","-5,000",4.9,18,38%,0.40%,Sub-Saharan Africa,Low income,18.0,10.2019,250,103,41.2,-,-,-,-
390,390,Mozambique,Law on Domestic Violence Perpetrated against Women,2009,Stalking,"The Act on Domestic Violence Perpetrated against Women became operational on 29 March 2010.  The Act was passed in July 2009.  The law seeks to address domestic violence against women within family relations.  In this scenario, the perpetrator can be a partner or former partner - from legal and common law unions - as well as other relatives of the woman.

The Act states that domestic violence includes: physical abuse; sexual abuse; emotional and psychological abuse; intimidation; harassment; stalking; damage to property; any other controlling or abusive behaviour that harms or may cause harm to a person.  The penalties in the Act include: fines, community work, and imprisonment between 3 days to 8 years.",Law on Domestic Violence Perpetrated against Women,CEDAW/C/MOZ/1-2 p.16; Response of the Government of Mozambique to the questionnaire on violence against women 2011,,Portugese,Violence against women ,  Legislation,"31,255,435",2.93%,"889,399",40,"786,380","-5,000",4.9,18,38%,0.40%,Sub-Saharan Africa,Low income,18.0,10.2019,250,103,41.2,-,-,-,-
391,391,Mozambique,Human Rights League,1992,Violence against women and girls,The Human Rights League was established in 1992.  One of its roles is to provide legal assistance to victims of rape.,,Response of the Government of Mozambique to the questionnaire on violence against women 2011,,Portugese,"Institutional mechanisms, Justice ",  Protocols and guidelines,"31,255,435",2.93%,"889,399",40,"786,380","-5,000",4.9,18,38%,0.40%,Sub-Saharan Africa,Low income,18.0,10.2019,250,103,41.2,-,-,-,-
392,392,Mozambique,Human Rights League,1992,Violence against women and girls,The Human Rights League was established in 1992.  One of its roles is to provide legal assistance to victims of rape.,,Response of the Government of Mozambique to the questionnaire on violence against women 2011,English,Portugese,"Institutional mechanisms, Justice ",  Protocols and guidelines,"31,255,435",2.93%,"889,399",40,"786,380","-5,000",4.9,18,38%,0.40%,Sub-Saharan Africa,Low income,18.0,10.2019,250,103,41.2,-,-,-,-
393,393,Comoros,"Ratio of Women Subjected to Verbal, Physical or Sexual Violence",2009,Violence against women and girls,"70 per cent of women had been subjected to physical or sexual violence. One in three women had been verbally, physically or sexually attacked by her partner.",,A/HRC/12/16 p.5,English,French,Research and statistical data ,  Other research and statistical data,"869,601",2.20%,"18,715",467,"1,861","-2,000",4.2,20,29%,0.01%,Sub-Saharan Africa,Lower middle income,129.0,1.202,24,4,16.7,-,-,-,-
394,394,Comoros,The Group on Follow-up to the Commitments of the Government relating to Human Trafficking,2013,Trafficking,"The Group was established by decision No. 13-026/MIREX/CAB of 21 August 2013. It is made up of 15 members, including high-ranking representatives of various Government institutions and of the United Nations system in the Comoros. It acts, among other things, as a framework for dialogue, discussion, analysis, argumentation and support, enabling the participants to provide synergized support to national efforts to combat trafficking in persons.",,A/HRC/WG.6/18/COM/1 para. 31,English,French,Institutional mechanisms,,"869,601",2.20%,"18,715",467,"1,861","-2,000",4.2,20,29%,0.01%,Sub-Saharan Africa,Lower middle income,129.0,1.202,24,4,16.7,-,-,-,-
395,395,Comoros,"Ratio of Women Subjected to Verbal, Physical or Sexual Violence",2009,Violence against women and girls,"70 per cent of women had been subjected to physical or sexual violence. One in three women had been verbally, physically or sexually attacked by her partner.",,A/HRC/12/16 p.5,,French,Research and statistical data ,  Other research and statistical data,"869,601",2.20%,"18,715",467,"1,861","-2,000",4.2,20,29%,0.01%,Sub-Saharan Africa,Lower middle income,129.0,1.202,24,4,16.7,-,-,-,-
396,396,Tunisia,CENTRE D’ÉCOUTE ET D’ORIENTATION DES FEMMES VICTIMES DE VIOLENCE ET D’UNE LIGNE TÉLÉPHONIQUE PAYANTE - ASSOCIATION TUNISIENNE DES FEMMES DÉMOCRATES,2008,Domestic violence Intimate partner violence,"Association Tunisienne des Femmes Démocrates qui dispose d'un centre d'écoute et d'orientation des femmes victimes de violence et d'une ligne téléphonique payante.

Répartition géographique : à Tunis (dans les locaux de l'association)

Langues dans lesquelles les informations et services sont proposés : Arabe et français",,"Response of the Government of Tunisia to the questionnaire on violence against women, 2009",French,French,Social services ,  Hotline Helpline,"11,818,619",1.06%,"123,900",76,"155,360","-4,000",2.2,33,70%,0.15%,Middle East & North Africa,Lower middle income,77.0,10.2019,217,54,24.9,-,-,-,-
397,397,Tunisia,"SERVICES TÉLÉPHONIQUES PAYANTS D’ORIENTATION JURIDIQUE, SOCIALE ET PSYCHOLOGIQUE POUR LES FEMMES VICTIMES VIOLENCE - UNION NATIONALE DE LA FEMME TUNISIENNE",2008,Domestic violence Intimate partner violence,"Des services téléphoniques payants d’orientation juridique, sociale et psychologique pour les femmes victimes violence. Les femmes ont participé à l’identification de ce besoin à travers les délégations régionales de l’UNFT. Les  femmes bénéficiaires des services s’adressent à celles vivant en milieu urbain et en milieu rural; les jeunes filles issues de l’émigration subissant des violences en raison du choix du conjoint, les femmes non tunisiennes épouses de tunisiens; la majorité sont de la région du grand Tunis.
Nombre de services disponibles: 2
Répartition géographique: Tunis/ sousse",,"Response of the Government of Tunisia to the questionnaire on violence against women, 2009",French,French,Social services ,  Hotline Helpline,"11,818,619",1.06%,"123,900",76,"155,360","-4,000",2.2,33,70%,0.15%,Middle East & North Africa,Lower middle income,77.0,10.2019,217,54,24.9,-,-,-,-
398,398,Tunisia,« ENQUÊTE SUR LE COMPORTEMENT DES MÈRES FACE À LA VIOLENCE »,2008,Domestic violence Intimate partner violence,«  enquête sur le comportement des mères face à la violence » l'Assosiation Tunisienne des Méres suivi d'un dossier dans la revue « echo des mères »,,"Response of the Government of Tunisia to the questionnaire on violence against women, 2009",French,French,Research and statistical data ,  Other research and statistical data,"11,818,619",1.06%,"123,900",76,"155,360","-4,000",2.2,33,70%,0.15%,Middle East & North Africa,Lower middle income,77.0,10.2019,217,54,24.9,-,-,-,-
399,399,Tunisia,HÉBERGEMENT GRATUIT EN FOYER DES FEMMES VICTIMES DE VIOLENCE - UNION NATIONALE DE LA FEMME TUNISIENNE,2008,Domestic violence Intimate partner violence,"Les centres sont ouvert 24 heures sur 24, 7 jours sur 7, une permanence étant assurée les jours fériés et hors horaires administratifs.

Organisme de financement : Union Nationale de la Femme Tunisienne (UNFT).

Organisme proposant les services : Union Nationale de la Femme Tunisienne : UNFT

Nombre de services disponibles : 2 (le centre se compose de 11 chambres pouvant héberger 2 pensionnaires)

Répartition géographique : à Tunis et à sousse

Langues dans lesquelles les informations et services sont proposés : arabe et français",,"Response of the Government of Tunisia to the questionnaire on violence against women, 2009",French,French,Social services ,  Shelter Safe accommodation,"11,818,619",1.06%,"123,900",76,"155,360","-4,000",2.2,33,70%,0.15%,Middle East & North Africa,Lower middle income,77.0,10.2019,217,54,24.9,-,-,-,-
400,400,Tunisia,UN SERVICE D UNE LIGNE VERTE GRATUITE ACCESSIBLE 24 HEURES,2008,Domestic violence Intimate partner violence,"Un service d'une ligne verte gratuite accessible 24 heures sur aux femmes victimes de violence est mis en place pour fournir des services d'écoute et d'orientation aux femmes victimes de violence.

La stratégie de lutte contre la violence s'est basée sur des enquêtes de terrain qui ont mis en évidence le besion d'une assistance téléphonique pour les femmes victimes de violence.

Par les supports d'IEC, les centres d'accueil des femmes victimes de violences, la formation des médiateurs, à travers les médias et les ONG.

Langues dans lesquelles les informations et services sont proposés: Arabe/français

Répartition géographique : à Tunis",,"Response of the Government of Tunisia to the questionnaire on violence against women, 2009",French,French,Social services ,  Hotline Helpline,"11,818,619",1.06%,"123,900",76,"155,360","-4,000",2.2,33,70%,0.15%,Middle East & North Africa,Lower middle income,77.0,10.2019,217,54,24.9,-,-,-,-
